,Scientific Name,Common Name,Species Code,Population Code,Lead Region,Federal Listing Status,Where Listed
2130,Sphyrna lewini,Scalloped Hammerhead Shark,E0CL,V05,NMFS,Threatened,Indo-West Pacific DPS
2131,Spigelia gentianoides,Gentian pinkroot,Q21W,P01,4,Endangered,Wherever found
2132,Spiraea virginiana,Virginia spiraea,Q2R1,P01,5,Threatened,Wherever found
2133,Spiranthes delitescens,Canelo Hills ladies-tresses,Q3FS,P01,2,Endangered,Wherever found
2134,Spiranthes diluvialis,Ute ladies'-tresses,Q2WA,P01,6,Threatened,Wherever found
2135,Spiranthes parksii,Navasota ladies-tresses,Q21X,P01,2,Endangered,Wherever found
2136,Squatina squatina,Angel shark,E0DD,V01,NMFS,Endangered,Entire
2137,Stahlia monosperma,Cobana negra,Q2JA,P01,4,Threatened,Wherever found
2138,Stenogyne angustifolia var. angustifolia,No common name,Q21Z,P01,1,Endangered,Wherever found
2139,Stenogyne bifida,No common name,Q39K,P01,1,Endangered,Wherever found
2140,Stenogyne campanulata,No common name,Q39L,P01,1,Endangered,Wherever found
2141,Stenogyne cranwelliae,No common name,Q39M,P01,1,Endangered,Wherever found
2142,Stenogyne kaalae ssp. sherffii,No common name,Q1QY,P01,1,Endangered,Wherever found
2143,Stenogyne kanehoana,No common name,Q220,P01,1,Endangered,Wherever found
2144,Stenogyne kauaulaensis,No common name,Q3O4,P01,1,Endangered,Wherever found
2145,Stenogyne kealiae,No common name,Q3H8,P01,1,Endangered,Wherever found
2146,Stephanomeria malheurensis,Malheur wire-lettuce,Q221,P01,1,Endangered,Wherever found
2147,Sterna antillarum,Least tern,B07N,V01,4,Endangered,"U.S.A. (AR, CO, IA, IL, IN, KS, KY, LA_Miss. R. and tribs. N of Baton Rouge, MS_Miss. R., MO, MT, ND, NE, NM, OK, SD, TN, TX_except within 50 miles of coast)"
2148,Sterna antillarum browni,California least tern,B03X,V01,8,Endangered,Wherever found
2149,Sterna dougallii dougallii,Roseate tern,B07O,V01,5,Endangered,"U.S.A. (Atlantic Coast south to NC), Canada (Newf., N.S, Que.), Bermuda"
2150,Sterna dougallii dougallii,Roseate tern,B07O,V02,4,Threatened,"Western Hemisphere and adjacent oceans, incl. U.S.A. (FL, PR, VI), where not listed as endangered"
2151,Sternotherus depressus,Flattened musk turtle,C01Y,V01,4,Threatened,Black Warrior R. system upstream from Bankhead Dam
2152,Streptanthus albidus ssp. albidus,Metcalf Canyon jewelflower,Q222,P01,8,Endangered,Wherever found
2153,Streptanthus niger,Tiburon jewelflower,Q223,P01,8,Endangered,Wherever found
2154,Streptocephalus woottoni,Riverside fairy shrimp,K03F,I01,8,Endangered,Wherever found
2155,Streptopelia picturata rostrata,Seychelles turtle dove,B0A7,V01,Foreign,Endangered,Wherever found
2156,Strigops habroptilus,Kakapo,B01W,V01,Foreign,Endangered,Wherever found
2157,Strix occidentalis caurina,Northern spotted owl,B08B,V01,1,Threatened,Wherever found
2158,Strix occidentalis lucida,Mexican spotted owl,B074,V01,2,Threatened,Wherever found
2159,Struthio camelus spatzi,West African ostrich,B025,V01,Foreign,Endangered,Wherever found
2160,Struthio camelus syriacus,Arabian ostrich,B024,V01,Foreign,Endangered,Wherever found
2161,Strymon acis bartrami,Bartram's hairstreak Butterfly,I07G,I01,4,Endangered,Wherever found
2162,Stygobromus hayi,Hay's Spring amphipod,K004,I01,5,Endangered,Wherever found
2163,Stygobromus (=Stygonectes) pecki,Peck's cave amphipod,K019,I01,2,Endangered,Wherever found
2164,Stygoparnus comalensis,Comal Springs dryopid beetle,I0MI,I01,2,Endangered,Wherever found
2165,Styrax portoricensis,Palo de jazmin,Q2R6,P01,4,Endangered,Wherever found
2166,Styrax texanus,Texas snowbells,Q224,P01,2,Endangered,Wherever found
2167,Suaeda californica,California seablite,Q3AF,P01,8,Endangered,Entire
2168,Succinea chittenangoensis,Chittenango ovate amber snail,G00P,I01,5,Threatened,Wherever found
2169,Sus salvanius,Pygmy hog,A019,V01,Foreign,Endangered,Wherever found
2170,Swallenia alexandrae,Eureka Dune grass,Q225,P01,8,Threatened,Entire
2171,Sylvilagus bachmani riparius,Riparian brush rabbit,A0DN,V01,8,Endangered,Wherever found
2172,Sylvilagus palustris hefneri,Lower Keys marsh rabbit,A0AA,V01,4,Endangered,Wherever found
2173,Symphalangus syndactylus,Siamang,A066,V01,Foreign,Endangered,Wherever found
2174,Syncaris pacifica,California freshwater shrimp,K01W,I01,8,Endangered,Wherever found
2175,Syrmaticus ellioti,Elliot's pheasant,B05G,V01,Foreign,Endangered,Wherever found
2176,Syrmaticus humaie,Bar-tailed pheasant,B02N,V01,Foreign,Endangered,Wherever found
2177,Syrmaticus mikado,Mikado pheasant,B02T,V01,Foreign,Endangered,Wherever found
2178,Tabernaemontana rotensis,No common name,Q3H0,P01,1,Threatened,Wherever found
2179,Tachybaptus rufolavatus,Alaotra Grebe,B09R,V01,Foreign,Endangered,Wherever found
2180,Tamiasciurus hudsonicus grahamensis,Mount Graham red squirrel,A09O,V01,2,Endangered,Wherever found
2181,Tanakia tanago,Miyako tango (=Toyko bitterling),E00P,V01,Foreign,Endangered,Wherever found
2182,Tapirus bairdii,Central American tapir,A02H,V01,Foreign,Endangered,Wherever found
2183,Tapirus indicus,Asian tapir,A068,V01,Foreign,Endangered,Wherever found
2184,Tapirus pinchaque,Mountain tapir,A02I,V01,Foreign,Endangered,Wherever found
2185,Tapirus terrestris,South American (=Brazilian) tapir,A02G,V01,Foreign,Endangered,Wherever found
2186,Taraxacum californicum,California taraxacum,Q1SB,P01,8,Endangered,Wherever found
2187,Tarsius syrichta,Philippine tarsier,A070,V01,Foreign,Threatened,Wherever found
2188,Tartarocreagris texana,Tooth Cave pseudoscorpion,J00A,I01,2,Endangered,Wherever found
2189,Tauraco bannermani,Bannerman's turaco,B0A6,V01,Foreign,Endangered,Wherever found
2190,Taurotragus derbianus derbianus,Western giant eland,A07J,V01,Foreign,Endangered,Wherever found
2191,Taylorconcha serpenticola,Bliss Rapids snail,G01K,I01,1,Threatened,Wherever found
2192,Tectaria estremerana,No common name,S01W,P01,4,Endangered,Wherever found
2193,Telespyza cantans,Laysan finch (honeycreeper),B009,V01,1,Endangered,Wherever found
2194,Telespyza ultima,Nihoa finch (honeycreeper),B00A,V01,1,Endangered,Wherever found
2195,Ternstroemia luquillensis,Palo colorado,Q2JL,P01,4,Endangered,Wherever found
2196,Ternstroemia subsessilis,No common name,Q2JM,P01,4,Endangered,Wherever found
2197,Terpsiphone corvina,Seychelles paradise flycatcher,B01K,V01,Foreign,Endangered,Wherever found
2198,Terrapene coahuila,Aquatic box turtle,C00R,V01,Foreign,Endangered,Wherever found
2199,Tetramolopium arenarium,No common name,Q226,P01,1,Endangered,Wherever found
2200,Tetramolopium capillare,Pamakani,Q227,P01,1,Endangered,Wherever found
2201,Tetramolopium filiforme,No common name,Q228,P01,1,Endangered,Wherever found
2202,Tetramolopium lepidotum ssp. lepidotum,No common name,Q229,P01,1,Endangered,Wherever found
2203,Tetramolopium remyi,No common name,Q22A,P01,1,Endangered,Wherever found
2204,Tetramolopium rockii,No common name,Q22B,P01,1,Threatened,Wherever found
2205,Tetrao urogallus cantabricus,Cantabrian capercaillie,B0CM,V01,Foreign,Endangered,Wherever found
2206,Texamaurops reddelli,Kretschmarr Cave mold beetle,I0IA,I01,2,Endangered,Wherever found
2207,Texella cokendolpheri,Cokendolpher Cave Harvestman,J016,I01,2,Endangered,Wherever found
2208,Texella reddelli,Bee Creek Cave harvestman,J008,I01,2,Endangered,Wherever found
2209,Texella reyesi,Bone Cave harvestman,J009,I01,2,Endangered,Wherever found
2210,Thaleichthys pacificus,Eulachon,E0BJ,V01,NMFS,Threatened,Southern DPS - See 50 CFR 223.102
2211,Thalictrum cooleyi,Cooley's meadowrue,Q231,P01,4,Endangered,Wherever found
2212,Thamnophis eques megalops,Northern Mexican gartersnake,C04Q,V01,2,Threatened,Wherever found
2213,Thamnophis gigas,Giant garter snake,C057,V01,8,Threatened,Wherever found
2214,Thamnophis rufipunctatus,Narrow-headed gartersnake,C051,V01,2,Threatened,Wherever found
2215,Thamnophis sirtalis tetrataenia,San Francisco garter snake,C002,V01,8,Endangered,Wherever found
2216,Thelypodium howellii ssp. spectabilis,Howell''s spectacular thelypody,Q2K9,P01,1,Threatened,Wherever found
2217,Thelypodium stenopetalum,Slender-petaled mustard,Q2KB,P01,8,Endangered,Wherever found
2218,Thelypteris inabonensis,No common name,S01Y,P01,4,Endangered,Wherever found
2219,Thelypteris pilosa var. alabamensis,Alabama streak-sorus fern,S01N,P01,4,Threatened,Wherever found
2220,Thelypteris verecunda,No common name,S01Z,P01,4,Endangered,Wherever found
2221,Thelypteris yaucoensis,No common name,S020,P01,4,Endangered,Wherever found
2222,Thermosphaeroma thermophilus,Socorro isopod,K01Y,I01,2,Endangered,Wherever found
2223,Theropithecus gelada,Gelada baboon,A06B,V01,Foreign,Threatened,Wherever found
2224,Thinornis novaeseelandiae,New Zealand shore plover,B030,V01,Foreign,Endangered,Wherever found
2225,Thlaspi californicum,Kneeland Prairie penny-cress,Q2KF,P01,8,Endangered,Wherever found
2226,Thomomys mazama glacialis,Roy Prairie pocket gopher,A0CP,V01,1,Threatened,Wherever found
2227,Thomomys mazama pugetensis,Olympia pocket gopher,A0IE,V01,1,Threatened,Wherever found
2228,Thomomys mazama tumuli,Tenino pocket gopher,A0IF,V01,1,Threatened,Wherever found
2229,Thomomys mazama yelmensis,Yelm pocket gopher,A0IG,V01,1,Threatened,Wherever found
2230,Thylacinus cynocephalus,Tasmanian tiger,A02J,V01,Foreign,Endangered,Wherever found
2231,Thymophylla tephroleuca,Ashy dogweed,Q1SH,P01,2,Endangered,Wherever found
2232,Thysanocarpus conchuliferus,Santa Cruz Island fringepod,Q2KH,P01,8,Endangered,Wherever found
2233,Tiaroga cobitis,Loach minnow,E03X,V01,2,Endangered,Wherever found
2234,Tinamus solitarius,Solitary tinamou,B05P,V01,Foreign,Endangered,Wherever found
2235,Tinospora homosepala,No common name,Q3SH,P01,1,Endangered,Wherever found
2236,Tomistoma schlegelii,Tomistoma,C01B,V01,Foreign,Endangered,Wherever found
2237,Torreya taxifolia,Florida torreya,R006,P01,4,Endangered,Wherever found
2238,Townsendia aprica,Last Chance townsendia,Q234,P01,6,Threatened,Wherever found
2239,Toxolasma cylindrellus,Pale lilliput (pearlymussel),F00B,I01,4,Endangered,Wherever found
2240,Trachemys scripta callirostris,South American red-lined turtle,C04J,V01,Foreign,Endangered,Wherever found
2241,Trachemys stejnegeri malonei,Inagua Island turtle,C04I,V01,Foreign,Endangered,Wherever found
2242,Trachemys terrapen,Cat Island turtle,C04G,V01,Foreign,Endangered,Cat Island in the Bahamas
2243,Trachypithecus (=Presbytis) francoisi,Francois' langur,A06G,V01,Foreign,Endangered,Wherever found
2244,Trachypithecus (=Presbytis) geei,Golden langur,A05N,V01,Foreign,Endangered,Wherever found
2245,Trachypithecus (=Presbytis) pileatus,Capped Langur,A05L,V01,Foreign,Endangered,Wherever found
2246,Tragopan blythii,Blyth's tragopan pheasant,B02O,V01,Foreign,Endangered,Wherever found
2247,Tragopan caboti,Cabot's tragopan pheasant,B02Q,V01,Foreign,Endangered,Wherever found
2248,Tragopan melanocephalus,Western tragopan pheasant,B02X,V01,Foreign,Endangered,Wherever found
2249,Trematolobelia singularis,No common name,Q3A0,P01,1,Endangered,Wherever found
2250,Trichechus inunguis,Amazonian manatee,A01O,V01,Foreign,Endangered,Wherever found
2251,Trichechus manatus,West Indian Manatee,A007,V01,4,Threatened,Wherever found
2252,Trichechus senegalensis,West African manatee,A07V,V01,Foreign,Threatened,Wherever found
2253,Trichilia triacantha,Bariaco,Q2KU,P01,4,Endangered,Wherever found
2254,Trichocichla rufa,Long-legged warbler,B0D9,V01,Foreign,Endangered,Wherever found
2255,Trichomanes punctatum ssp. floridanum,Florida bristle fern,S02G,P01,4,Endangered,Wherever found
2256,Trifolium amoenum,Showy Indian clover,Q238,P01,8,Endangered,Wherever found
2257,Trifolium stoloniferum,Running buffalo clover,Q2RE,P01,3,Endangered,Wherever found
2258,Trifolium trichocalyx,Monterey clover,Q23C,P01,8,Endangered,Wherever found
2259,Trillium persistens,Persistent trillium,Q23D,P01,4,Endangered,Wherever found
2260,Trillium reliquum,Relict trillium,Q2RG,P01,4,Endangered,Wherever found
2261,Trimerotropis infantilis,Zayante band-winged grasshopper,I0OY,I01,8,Endangered,Wherever found
2262,Tringa guttifer,Nordmann's greenshank,B052,V01,Foreign,Endangered,Wherever found
2263,Triodopsis platysayoides,Flat-spired three-toothed Snail,G00S,I01,5,Threatened,Wherever found
2264,Trionyx ater,Cuatro Cienegas softshell turtle,C01F,V01,Foreign,Endangered,Wherever found
2265,Trionyx gangeticus,Indian softshell turtle,C01I,V01,Foreign,Endangered,Wherever found
2266,Trionyx hurum,Peacock softshell turtle,C01J,V01,Foreign,Endangered,Wherever found
2267,Trionyx nigricans,Black softshell turtle,C01D,V01,Foreign,Endangered,Wherever found
2268,Troglodytes aedon guadeloupensis,Guadeloupe house wren,B03S,V01,Foreign,Endangered,Wherever found
2269,Troglodytes aedon mesoleucus,St. Lucia house wren,B03T,V01,Foreign,Endangered,Wherever found
2270,Troides alexandrae,Queen Alexandra's birdwing butterfly,I0ME,I01,Foreign,Endangered,Wherever found
2271,Tryonia alamosae,Alamosa springsnail,G03Q,I01,2,Endangered,Wherever found
2272,Tryonia cheatumi,Phantom Tryonia,G013,I01,2,Endangered,Wherever found
2273,Tryonia circumstriata (=stocktonensis),Gonzales tryonia,G05D,I01,2,Endangered,Wherever found
2274,Tubastraea floreana,No common name,P022,I01,NMFS,Endangered,Entire
2275,Tuberolabium guamense,No common name,Q3P3,P01,1,Threatened,Wherever found
2276,Tuctoria greenei,Greene's tuctoria,Q23K,P01,8,Endangered,Wherever found
2277,Tuctoria mucronata,Solano grass,Q23L,P01,8,Endangered,Wherever found
2278,Tulotoma magnifica,Tulotoma snail,G04X,I01,4,Threatened,Wherever found
2279,Turdus olivaceus helleri,Taita thrush,B0A5,V01,Foreign,Endangered,Wherever found
2280,Turnagra capensis,New Zealand thrush (wattlebird),B03E,V01,Foreign,Endangered,Wherever found
2281,Tympanuchus cupido attwateri,Attwater's greater prairie-chicken,B00O,V01,2,Endangered,Wherever found
2282,Typhlomolge rathbuni,Texas blind salamander,D001,V01,2,Endangered,Wherever found
2283,Tyto soumagnei,Madagascar red owl,B06D,V01,Foreign,Endangered,Wherever found
2284,Uma inornata,Coachella Valley fringe-toed lizard,C02I,V01,8,Threatened,Wherever found
2285,Uncia (=Panthera) uncia,Snow leopard,A041,V01,Foreign,Endangered,Wherever found
2286,Uratelornis chimaera,Long-tailed ground roller,B037,V01,Foreign,Endangered,Wherever found
2287,Urera kaalae,Opuhe,Q23M,P01,1,Endangered,Wherever found
2288,Urocitellus brunneus,Northern Idaho Ground Squirrel,A0EK,V01,1,Threatened,Wherever found
2289,Urocyon littoralis catalinae,Santa Catalina Island Fox,A08K,V01,8,Threatened,Wherever found
2290,Ursus arctos,Mexican grizzly bear,A02V,V01,Foreign,Endangered,Mexico
2291,Ursus arctos arctos,Brown bear,A04P,V01,Foreign,Endangered,Italy
2292,Ursus arctos horribilis,Grizzly bear,A001,V01,6,Threatened,"U.S.A., conterminous (lower 48) States, except where listed as an experimental population"
2293,Ursus arctos pruinosus,Brown bear,A04Q,V01,Foreign,Endangered,Wherever found
2294,Ursus maritimus,Polar bear,A0IJ,V01,7,Threatened,Wherever found
2295,Ursus thibetanus gedrosianus,Baluchistan bear,A0FG,V01,Foreign,Endangered,Wherever found
2296,Vagrans egistina,Mariana wandering butterfly,I0R8,I01,1,Endangered,Wherever found
2297,Varanus bengalensis,Indian (=Bengal) monitor,C017,V01,Foreign,Endangered,Wherever found
2298,Varanus flavescens,Yellow monitor,C019,V01,Foreign,Endangered,Wherever found
2299,Varanus griseus,Desert monitor,C016,V01,Foreign,Endangered,Wherever found
2300,Varanus komodoensis,Komodo Island monitor,C018,V01,Foreign,Endangered,Wherever found
2301,Varronia rupicola,No common name,Q0GP,P01,4,Threatened,Wherever found
2302,Verbena californica,Red Hills vervain,Q2LO,P01,8,Threatened,Wherever found
2303,Verbesina dissita,Big-leaved crownbeard,Q3GB,P01,8,Threatened,Wherever found
2304,Vermivora bachmanii,Bachman's warbler (=wood),B03G,V01,4,Endangered,Wherever found
2305,Vernonia proctorii,No common name,Q3A6,P01,4,Endangered,Wherever found
2306,Vetericaris chaceorum,Anchialine pool shrimp,K03C,I01,1,Endangered,Wherever found
2307,Vicia menziesii,Hawaiian vetch,Q23Q,P01,1,Endangered,Wherever found
2308,Vicugna vicugna,Vicuna,A02L,V01,Foreign,Endangered,Ecuador (DPS)
2309,Vicugna vicugna,Vicuna,A02L,V02,Foreign,Threatened,"Entire, except Ecuador"
2310,Vigna o-wahuensis,No common name,Q23R,P01,1,Endangered,Wherever found
2311,Villosa choctawensis,Choctaw bean,F01B,I01,4,Endangered,Wherever found
2312,Villosa fabalis,Rayed Bean,F01A,I01,3,Endangered,Wherever found
2313,Villosa perpurpurea,Purple bean,F001,I01,5,Endangered,Wherever found
2314,Villosa trabalis,Cumberland bean (pearlymussel),F000,I01,4,Endangered,Wherever found; Except where listed as Experimental Populations
2315,Viola chamissoniana ssp. chamissoniana,Pamakani,Q23S,P01,1,Endangered,Wherever found
2316,Viola helenae,No common name,Q23T,P01,1,Endangered,Wherever found
2317,Viola kauaiensis var. wahiawaensis,Nani wai`ale`ale,Q23U,P01,1,Endangered,Wherever found
2318,Viola lanaiensis,No common name,Q23V,P01,1,Endangered,Wherever found
2319,Viola oahuensis,No common name,Q23W,P01,1,Endangered,Wherever found
2320,Vipera latifii,Lar Valley viper,C037,V01,Foreign,Endangered,Wherever found
2321,Vireo bellii pusillus,Least Bell's vireo,B067,V01,8,Endangered,Wherever found
2322,Viverra civettina (=megaspila c.),Malabar large-spotted civet,A07A,V01,Foreign,Endangered,Wherever found
2323,Vulpes macrotis mutica,San Joaquin kit fox,A006,V01,8,Endangered,wherever found
2324,Vulpes velox hebes,Northern swift fox,A010,V01,Foreign,Endangered,Canada
2325,Vultur gryphus,Andean condor,B03Y,V01,Foreign,Endangered,Wherever found
2326,Warea amplexifolia,Wide-leaf warea,Q2M9,P01,4,Endangered,Wherever found
2327,Warea carteri,Carter's mustard,Q2MA,P01,4,Endangered,Wherever found
2328,Wikstroemia skottsbergiana,No common name,Q243,P01,1,Endangered,Entire
2329,Wikstroemia villosa,No common name,Q244,P01,1,Endangered,Wherever found
2330,Wilkesia hobdyi,Dwarf iliau,Q245,P01,1,Endangered,Wherever found
2331,Wyulda squamicaudata,Scaly-tailed possum,A03G,V01,Foreign,Endangered,Wherever found
2332,Xenicus longipes,New Zealand bushwren,B013,V01,Foreign,Endangered,Wherever found
2333,Xenopirostris damii,Van Dam's vanga,B0A9,V01,Foreign,Threatened,Wherever found
2334,Xenopirostris polleni,Pollen's vanga,B0A8,V01,Foreign,Threatened,Wherever found
2335,Xeromys myoides,False water rat,A03H,V01,Foreign,Endangered,Wherever found
2336,Xipholena atropurpurea,White-winged cotinga,B04S,V01,Foreign,Endangered,Wherever found
2337,Xylosma crenatum,No common name,Q2MK,P01,1,Endangered,Wherever found
2338,Xyrauchen texanus,Razorback sucker,E054,V01,6,Endangered,Wherever found
2339,Xyris tennesseensis,Tennessee yellow-eyed grass,Q2MP,P01,4,Endangered,Wherever found
2340,Yermo xanthocephalus,Desert yellowhead,Q3GI,P01,6,Threatened,Wherever found
2341,Zanthoxylum dipetalum var. tomentosum,A`e,Q3A7,P01,1,Endangered,Wherever found
2342,Zanthoxylum hawaiiense,A`e,Q246,P01,1,Endangered,Wherever found
2343,Zanthoxylum oahuense,A`e,Q3H9,P01,1,Endangered,Wherever found
2344,Zanthoxylum thomasianum,St. Thomas prickly-ash,Q2MX,P01,4,Endangered,Wherever found
2345,Zapus hudsonius luteus,New Mexico meadow jumping mouse,A0BX,V01,2,Endangered,Wherever found
2346,Zapus hudsonius preblei,Preble's meadow jumping mouse,A0C2,V01,6,Threatened,wherever found
2347,Zizania texana,Texas wild-rice,Q24A,P01,2,Endangered,Wherever found
2348,Ziziphus celata,Florida ziziphus,Q2WX,P01,4,Endangered,Wherever found
2349,Zosterops albogularis,Norfolk Island white-eye,B05Q,V01,Foreign,Endangered,Wherever found
2350,Zosterops conspicillatus conspicillatus,Bridled white-eye,B064,V01,1,Endangered,Wherever found
2351,Zosterops modesta,Seychelles white-eye,B03O,V01,Foreign,Endangered,Wherever found
2352,Zosterops rotensis,Rota bridled White-eye,B065,V01,1,Endangered,Wherever found
